class,tweet
0,@BeenBasedB do this nigga think he mick foley ?
0,@BeenSlimm I just don't want one these new bitches that morphed in to a super playa because she see how the world is
0,@BekySawyer boats and hoes
0,@Belbert11 @BuhrowAustin well looks like I'll be buying you two a big bitch box of Busch NA &#128129;
0,@BengyBenFrank niggah follow me back &#128529;
0,@Benny_Balboa lmfaoo yu stupid lha bitch i been knowing you for about 10yrs you never had a hoe...EVER
0,@Benny_Balboa not to yall thou! Yalll fucking glad bag trash
0,@Benny_Balboa tell that boy he a hoe i just called him
0,@Benny_Balboa yall fucking trash boyy!!! #gladbagflow
0,@BetoDavidThomas @JesseCanon bitch my mom didn't call you
0,@BetoDavidThomas @JesseCanon lmfaooo oh well fuck that bitch
1,@BettinaVLA @9975Ts @SenWarren She's just another straight-up conscienceless liar. Soulless criminal trash.
0,@Beyond_Fatal my bitch bruhhh !!!
1,@BigCatCooke deserved victory! #Elite8 awaits your #Orange army. #Sweet16 was no disgrace #collegehoops ill be back next time #hoosiers
0,@BigD757 too bad hes a faggot
0,@BigDaddySniper you far asf too nigguh
0,@BigLovemusic Bruh that won't happen cuz I can see that big bitch or it before it strikes.
0,@BigQuinn_Liam @RJ_Diego11 did you get your volcano yet faggot
0,@BigRed2OTS she prolly got some bomb pussy too. Lol I hope haha
0,@Big_Jim777 bitch
1,@Big_Jim777 happy birthday you dirty little bird &#128520; tear it up &#127867;&#127881;&#127880;
0,@BigfineHorseee she gone eat that bitch
0,"@BillPeriman @Po_st 
I bet he would have gone ape shit and killed them all if they attacked Muslims."
0,"@BillPeriman @offgridsurvival what the holy fucking hell is going on at the EPA, those over-zealous cunts, I can't wait for 2016"
1,@BillPeriman Or as I like to put it 'looking through race colored glasses' @Kel_Antoinette8
0,"@BillPeriman Send all the fucking muzzies home, now doj come and get me motherfuckers"
0,@BillRatchet @VottomanEmpire place pussy on stache let pussy take ride
0,@Billythathird @Dimi_Artale aye were da fawking ginzos of fawking queens and fawking nassau
1,@Billythathird @matt_sliwinski copy my tweet again you ginzo
0,@BirdieB420 lets record a song bitch right nowb
0,@BitchImFancy lol so retarded
0,@BitchImaStunna @VeshaaCouture lmao bitch shut up
0,@BitchMedia what's up my bitches?! Shout out from your momz in Cali! Keep doin what u do. #loveit
0,@Bitcheslovestar The only one of Mary's friends I like so you other bitches don't exist &#128514;&#128514;&#128564;&#128564;&#128564;&#128564;&#128164;&#9995;&#9996;&#65039;
0,@BitchsLoveMosa do these bitches really love Mosa though #MosaGang http://t.co/0g1J8Bibpl
1,"@Bitterchick 
Dare be only one bag dat folks be suckin on what I comes to yo partayyyy! All da ofay be wantin to ride in my eldorato"
0,"@Bitterchick 
Dat means get the fuck out hoe I be thinkin"
0,"@Bitterchick @hellobaphomet 
Y'all be some crazy white bitches. I wants to lay down wit you bowf."
0,"@BittyTang not sure. I think most women have self hate therfore collectively ""women are bitches"" becomes their campaign and men follow"
0,@BittyTang yes. Why protest about sexism then go right home and beg for a guy to beat your pussy up? Im lost at times
0,@BjwalkinRIVERS bro that hoe live
0,@BlaccLaBelle_ &#9786;&#65039;nice Avi lil nigger
1,@BlackManUSA @chrislhayes well that's some cracker jack secret service work there. jfk anyone?
1,@BlackManUSA @texasdivepro Historical point: cracker was a term for the Irish settling in the woods of the mid-Atlantic. Hardly offensive.
0,"@BlackManUSA You're killin' me man! &lt;3 Not all conservatives are racists, just like not all NBP hate honkies."
0,"@Black_Angelo25 chill cuz you'll regret it bro, your hitting that hoe rn why quit?"
0,"@BlackberryTroll Blah. If people are determined to think of you as a condescending bitch, it's their loss."
0,"@Blackman38Tide Ha bitch, I'm pickin' up beach babes left n right on the West Coast http://t.co/lDXNpohLyD"
1,@Blackman38Tide bandana Orian. They called me trailer trash for wearing my lil country getup &#128545;
1,@BlakeAnderson21 @jo_clark6 chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after
0,@BlakeAnderson21 Rollin coal bitches ready to blow ready set GO!
1,@BlakeAnderson21 thanks Hun! Haha
0,@BlakeAnderson21@dalton_ryann @justinmiculka01 bitch got the crew hype an still got her ass beat tonight should have brought him to us
0,"@BlakkHoodie_562 always eatin good wit my niggah, and good lookin on the cd my boy got some heat now i can bump some bangers"
0,@BlakkHoodie_562 fosho my niggah il be over there just been real busy lately
0,"@BlakkHoodie_562 yeah that niggah played good, lowkey i wanted brazil to win"
0,@BlizzyLC now that ur tour over come kick it with ya nig in the MIA....
0,@BloggerBoxing @Studhardt22 the Jacob and Joshua picks have been very similar. As the love for faggot Ruslan as well #2accountsGate
0,@BloodOfJupiter yeah...bitch!
0,@Blue_DreamMN @ExpectoMichaela seriously.. After that first conversation on your status he fb messaged me calling me a fag lololol
1,"@Boazziz He promised to stand with the muzzies, so..."
0,@BobbyBotsods @FuckTheMallcops @UncleUnco @MrMooncricket fuck off bitch.
0,"@BobbyBotsods @FuckTheMallcops @UncleUnco @MrMooncricket ur weird, racist bitch."
0,@BobbyBotsods @MrMooncricket @FuckTheMallcops @UncleUnco no u eat it inbred trailer trash.
0,@BobbyRosee Let the hoes tell it man..
0,@BodyByMalone Lesson 12 don't pass out at before 12 like a lil bitch
0,@Bojieasx slap a taco in thT hoe face &#128514;&#128514;&#128514;&#9996;&#65039;&#128080;&#128074;&#128175;&#128536;&#128584;&#128129;
1,@BolandDrummer I have never once in my life been to a 'coffee shop' like Starbucks. I am a hick though.
0,"@Bombfantasyyy @Angela_Mastr lmao angela you look like a damn potato bitch, keep talkin"
1,@Bombfantasyyy pearl jam: yellow Ledbetter&gt;
1,@BoneSaw00 There's a reason why the Yankees don't want Anderson any longer.
1,@Boner4Tuna @TCC_Grouchy @Mrs__Met @Vortmax29 @LLMajer @dmb1031 @APLMom @Frogtox @KishkaAndPipiks I've had shots go off where yellow smoke
0,@Boobah_ awnser the phone pussy
1,@Boobah_ they trash
1,@BookoutBj That's ghetto for super duper! It's the current generations best complement.
0,@Borgore pull my panties down with ur teeth and write the alphabet w ur tongue on my throbbing pussy
0,@BosleyXavier I trip on acid not bitches.
0,@Bossman_Carl lmaooo naw nigga imma stay right in your mentions hoe
0,@Bossman_Carl nigga I didn't have no change.yall some hoes for Tryna shoot know y'all can't shoot
0,@Bossman_Carl wake your ass up hoe
0,@BraXXXedelic fight that shit say you're on free lunch and they must have the game fucked up cause you're colored like the rest of them
0,@BradMich4Real thats shit gon be the death of these hoes...ion like it...
0,@BrandNewAndrew lmaooo roosters is hot trash bro u know it
0,@Brandi_Nicolee get that degree first bitch
0,@BranninWGL I'll say it for you.. Do ya woman want you on the couch in plain sight or outchea with these bitches? Simple.
0,@BranninWGL describing New Pussy like a Baltimore Love Thing out this bitch.
0,@BraveConWarrior She is a bitch ! This mess is all BO's fault! ALL OF IT!
0,@BreadTruckkBri I know I was playing that hoe start on the 20 tho
0,@BreesInDaCut you got some hoes here yet?
0,@BreezyPetey at least he went up and wasn't a bitch
1,"@Brelston I realized it's the one on Link's Awakening too, so you killed two birds with one stone. Unless you're getting the Wind Fish too."
1,@BrenJJGMom @hweldon Well...how about those Yankees this year? What a run. #wtfiswrongwithnebraska
0,@BrendaGisselCA I'm not Mexican enough for the real beaners yet too Mexican for the Americanized beaners :(
0,@BrendaGisselCA that you got hoes damn
0,@BrendaGisselCA then what the hell are the perks of being your hoe? This is some bullshit
0,@BrendanSchaub @TimTebow ugh your with Tebow? You're officially a fag now and in followed.
0,@BretVonDehl @com_lowery Can I beat this bitch up?? Seriously....what a bitch
0,"@BretVonDehl Damn you bitch you never answer me anymore... LMAO JK ILY! Anyway glad of your first show, be safe when going to the next one"
0,@BretVonDehl YOUNOW is a fucking bitch... Shit load of hate on there when I did my first broadcast
1,@BriannaLovesA my trick is I wait for the bird to get close to the pipe and then tap the screen! So you never hit your head.
1,"@Briccone79 @pvvrivierenland ja moest van plisie niet meteen wild gaan denken.Juistja,willen wel meer mensen mij vertellen hoe k moet denken"
0,@Briscoefunnyguy @_KaeeJones I gotta see that hoe in person cause I'm sleeping on that hoe for now
0,@Briscoefunnyguy @_KaeeJones da fuck that hoe look sad
0,@Briscoefunnyguy lol he still a lil bitch
0,"@BroadwayMensa hoes not women, like to be the center of attention"
0,"@BrocktonBitch 
We niggas like fuckin roaches. Let one in and you hot dam infested. You a crazy bitch. I dig yo ass"
0,@BrodyWayneLyles these kids are pussies. We got a white trash kid &amp; a ThugNasty wanna be up in here &#128514;
0,@BrotherDiabeats take your queer ass dubstep out of here
0,"@Brutal_Brandy We had a Pacer in the 70s &amp; I 'member loving when ""Hair of the Dog"" came on the quadraphonic stereo so I could say ""bitch""lol"
0,@BryanBalsamo lmao u ain't a savage &#128514;&#128514; these hoes for everybody
1,"@BryanStars ATL, BVB, SWS, PTV, THE RELAPSE SYMPHONY, SET IT OFF, FAREWELL, MY LOVE, MAYDAY PARADE, FOB, PARAMORE, etc"
1,@Buckm00se @Cuauhtli02 we gunna laff at Chava/Rubio beaner supporters in a min
0,@Buckm00se @DaRealAlexInLA I didn't spoil anything &amp; you should have been watched it nigger nig nog
1,@Buckm00se @LEXXX_RUGER @ivanrabago_ the kikes want to charge you &#128175; dollaz for the complete version http://t.co/ZJDLwiAjEo
0,@Buckm00se all I remember was the fat bitch stealing the KFC bucket &amp; hauling ass
0,@Buckm00se post the bid where you tell that nig to use the jab
0,"@Buffalodave1 @BretVonDehl @AlexFoxx13 @brandonkilexxx @JCCharles8 @TylerGloyd Wait,wait,wait, The new one or the EP?Son of a bitch Lucky ;)"
0,@Bullskickass I've decided that #BullsNation are retarded. #love
1,@Buster_ESPN Huh.....last 10 games..Tampa 8-2/Balt 7-3/Yanks 6-4...and they lost their best pitcher. Please explain your logic.
1,@Buster_ESPN Sounds like they are holding back info.......Yankee shill
0,@Buy_Mortimer @WiigJosh @iowa51005 @TC_live2014 @todd_calfee Hookers are always complimentary-who wants to be with a bitch?
1,@Bywatergal @Yankees @EmpireStateBldg That game winning hit in Thursday capped a great career. The guy is a 1st ballot HOF. Or else.
0,@C0MMONLY @scorpiogans93 @EcliptiK pussies
1,@CAntista @Brelston @hEnereyG Eating a roasted potato and smiling till my cheeks are sore; the crow SFX in this Cape Crisis are super-great
1,@CBSThisMorning @NorahODonnell tx trash you know trouble w ACA is in GOP gov states but like @60 @LaraLogan_News you report lies anyway
1,@CBSThisMorning @charlierose @NorahODonnell tx trash your show was a disgrace this AM engaging w @MittRomney disrespecting the President
1,@CBSThisMorning @charlierose racist @NorahODonnell tx trash enjoy your high along with gop win a substitute for racist @MittRomney loss!
1,@CCobey @tess_stepakoff there isn't a green one either. There's red and yellow in that pic...
0,"@CDNBallJunkie I jus wanna let you know OKC trash, IBAKA ain't shit, y'all ain't goin nowhere without Harden"
0,"@CDNBallJunkie Spurs bitch that's the team, you dont want no problems"
0,"@CHARLESBARRKLEY you need your ass whipped with a whip Mr house nigger, remember u will always b a nigger to them!"
0,@CHILDISHCUDl @CheefPolo bitch mind your business
0,@CMBGaming11 @BeechHD oh you mean like how you started to be a cunt to JP about something that has nothing to do with you?
0,@CM_UTLR your man looks terrified in that picture. Do you beat him? Or just treat him like a regular bitch?
0,"@COK3COKE Now, mfa don't wanna spend a dime wit em. Prolly out here yelling money over bitches."
0,@CR4ZYF0RU I just really miss you and I know we can drink it off and talk about all of our problems like basic bitches
0,@CRYaboutitNIGGA waddup doe Lil nicca
0,@CSNChicago Punk ass bitch. #BullsTalk
0,@CSVNDY i wanna be that white nigga chillin in my mini cooper just throwin money at bitches
0,@CSalazar_04 press start bitch &#128529;
0,@C_janacek07 @Nick_504_ a fucking verse from Don trip bitch stop assuming shit
0,@CabHotties who ever said this is so dumb. My moms a cop &amp; ill have her track you down for being a lil bitch. Kay bye(:
0,@CaelanG15 that nigga was eating that hoe lol
0,@Caliqueeen14 you da realest bitch out here Amber
0,@CallME__Jetson hoe ass nigga. &#128529;
0,@CallMeBuffy sockin bitches in they mouf
0,@CallMeDaishaa ghetto ass Pocahontas .
0,@CallMeRenee_ &#128514;&#128514;&#128514;&#128553;&#9996;&#65039; my bad bitch im logged in on everybody shit
0,@CallMeRenee_ @lilmenifee__ wussup bitch
0,@CallMeRenee_ bitch im too mad im finna throw this bitch outside
0,@CallMeRenee_ bitch u 1
0,@CallMeRenee_ bitch u bs how fck yah &#9996;&#65039;&#128553;&#128514;&#128514;&#128080;&#128079;&#128526;&#128129;
0,@CallMeRenee_ dam bitch
0,@CallMeRenee_ wussup bitch
0,"@CallNeeshCakey &#128514; das new bae , my bitch bad or naw lmao"
0,@CallNeeshCakey &#128514;&#128514; bitches aint shit
0,@CallNeeshCakey I can't bitch
0,@CallNeeshCakey bitch I know stfu &#128514;
1,"@CallNeeshCakey no , a pop wop &#128514;"
1,@CallNeeshCakey pop wop and drop it tho
0,@CallNeeshCakey to lay up w my bitch
0,@CallNeeshCakey umm bitch hello I was not alive so I clearly DOBT have it
1,@CallNeeshCakey we in this bitch finna get crunk eyebrows on double PAPP &#128165;&#128165;
0,"@Cam_Coles You don't know what I know. Name somebody colder, you monkey faced immigrant"
0,@CandiElissa @twitRless_kb @ElissaReillyS @HelenKimFitz76 elissa is such a fake cunt
1,@CapitolEVAN That's where I saw the leprechaun. He told me to burn things.
0,@CapoDaAssHole @Alejandro_Bihhh all hoes singing it too
0,@CapoDaAssHole @Alejandro_Bihhh damn that hoe just came out but look at how many hoes said his shit jamming on my shit
0,@CapoDaAssHole @Alejandro_Bihhh lmaooo I wanted them hoes she was suppose to hold em
0,@CapoDaAssHole @Alejandro_Bihhh lmaooo niggas ain't but hoes is I think I'm winning
0,@CapoDaAssHole @Alejandro_Bihhh lmaoooo Beiber get these hoes wet big bro I'm Tryna tell you
0,@CapoDaAssHole @Alejandro_Bihhh me either but if the bitch like put on that Beyonc&#233; nigga ain't gone hesitate
0,@CapoDaAssHole @Alejandro_Bihhh whatever turn them hoes on z-Ro ain't gone get the bitch wet
0,@CapoDaAssHole I fuck with Takeoff nigga get on the bitch and just snap
0,@CapoDaAssHole lol that hoe for 5yr old
0,@CapoDaAssHole naw where can I see that hoe at
0,@CapoDaAssHole wiz had a warrant like a bitch
0,@CapoDaAssHole yea he coming back him big rod doing something for that hoe
0,@CaptElliott NFN you bitch to much.
0,"@CarelessOne92 I'm not Hollywood at all my nig, u brought me to twitter n bounced"
0,@CarelessOne92 a young nigga turned into Mr. CATCHMEIFYOUCAN....I'm in da field my nig #WEDAOPPS #FUKEMWEBALL
0,"@CarelessOne92 he a real nigga tho, that bitch know her place"
0,"@CarelessOne92 weeknd dont save hoes b, idunno bout Drake"
0,"@CarelessOne92 weeknd make muzik for the hoes b, im tryna meet these women he be talkin bout"
0,"@CarlaFinch What can I say, Im a stubborn son of a bitch."
1,"@CarlavanderWaal @Jaymaroley &amp; als je over Syrie tweet, volg @Partisangirl maar, zij komt er vandaan &amp; zal je precies uitleggen hoe of wat."
0,@Caroline_Poe bitch im 17? And i didnt follow you..? Hahaha
0,@Caroline_Poe haha i dont remember following you but ok? Get your pannies out of of bunch cunt
1,@Carxlito PS3 and case is still in the trash can. idgaf anymore
0,@Cashhaddict Damn i wanted to buy that bitch that shit was tough
0,@CassiusClay_232 I know bro nigga seen a 7'1 African playing Guard and was handling the hoe
0,@CassiusClay_232 Lebron brought the bitch down to his knees chill
0,@CassiusClay_232 who all in that hoe
1,@CatholicMomVA @Neal_Dewing that would cripple our military :)
0,@CayMarieee bitch
0,@CayMarieee bitch I'm not coming no more you said your making plans !
0,@CayMarieee bitch I'm talm bout at like 10 &#9995;&#128514;
0,@CayMarieee bitch ion got no attitude &#9995;&#128514;&#128557; sorry hoe I'm shaded Rn
0,@CayMarieee bitch you NOT either bye &#128514;
0,@CayMarieee bitch you still subtweets but not replying though &#128514;&#128557;&#128524;
0,@CayMarieee oh bitch but you couldn't answer mine when I needed a paccage delivered to your house ! So Fucc off &#128514;&#128557;
0,@CayMarieee omg bitch go to sleep it was JUST a coincidence huh ? &#9995;&#128514;
1,@Cay_JEN I didn't think you knew of a bird that couldn't be tamed. #cajuncharm
0,"@CdashRay ""she's wearing the same shirt, what a bitch."""
1,"@Ceallaighaine Oh no! Sorry Hun. That sucks. Hope you heal fast. &#128533;
#dancerproblems"
0,@CeeNCrumpets self low down black bitch?
0,@CeeRoss negro please...I got a job now lmao
0,@CeeRoss shoulda told her yeah if I can take you home for pussy lol
0,@Cee_Murda94 bitch bye you can't get it
0,@Cee_Murda94 bitch is you drunk or nah
0,@Cee_Murda94 it's almost ya fucking birthday. So act right niglet
1,@Cee_Murda94 no it's yellow fin. It's in edgewater
1,@Cee_Murda94 yellow fin
0,@Ceelos_ho3 @fvtboy @jaimescudi_ @AngelSoSwavey_ would I be a bitch if I said yea but never told you where I stay at?
1,@CellNBuu ewwww her nips are DEF more perfect than that
0,@CenaSux43 You/ @TheBrianMo brought it up first with the allusion that she's a hoe. @chelsea_elisa @RobertBarber64
0,@Cesar_K_Garcia text me niggah!
0,@Ch4BrickTamland @Ch4BrianFantana yes because I too want to be fat and have a fat bitch wife
1,@ChaldeanCutie really? @RileyAintShit @KILLSheredon @CHILDISHCUDl are my nudes trash?
1,@Chancellor_IV naw Bryan said it was trash hotel so we're staying somewhere else
0,@ChandailBailey way to delete your tweets you stanky bitch
0,@Channnteeel pussy
1,"@CharlesBWaffle oh i am.. She cool though, might off her a brownie lol"
0,@CharlesBWaffle these bitches need guidance.
1,@Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74 Hi Charlie
1,"@Charlie4927 Hi Charlie, have a great day"
1,"@CharlieDaniels Come on Charlie! 
OUR GOVERNMENT WAS JUST TRYING TO PROTECT THE DESERT TORTOISE! 
Atleast, that's what Barack Obama Says..."
0,@CharlseyKay Homeee fag
0,@ChaseBasford @justinbieber I was 200 bitch
0,@ChaseManhatttan you become retarded
1,@CheckMyLingo_ @Kingpin_Terror ima get this so every time I throw trash away its where it really belongs http://t.co/DRGBekvzun
0,@Chefboyrnach Vegeta a super hoe then. But he did snack Goni up something fierce during Buu saga :wow:
0,@CheyenneDoan cause hes a faggot
0,"@Chicago_Rose1 Dunleavy, my cracker ass honkie"
1,@ChickenColeman if McCoy wasn't trash that's a TD
0,@ChiefKeef fucc droppin songs when yu gon drop a mixtape nicca
0,@Chillindillan71 damn! Thot I blocked ur fuzzy butt. Have now. &#128541; @virleehol @LanceSilver1 @ChristieC733 @WayneBogda @1_conservative9
1,@Chink_19 chink thats better then having the rug rats running around yah crib girl enjoy life lol
0,@Chokmah_Makob ok! you billy goat hair hillbilly
0,@Chokmah_Makob you said good bye dumb bitch snd i said ok..what is it with you white devils...i have nothing for you vampire lover of blood
0,@ChrisHeben you motherfuckin' bullshit slingin' son of a whore! you disgraced all vets with ur crap. now go off to pussy land where u belong
0,@ChrisMcDowell_ dont be a bitch.
0,@ChrisMcDowell_ pussy ass nigga.
0,@ChrisPowellswag @_cblaze @Dswizzle3 Dawson and Nicky Hickman delete the fake account and and stop being bitches
0,"@ChrisProbst11 @thorsyndirgard @peta 
Right in the pussy"
1,"@ChrisSFMori 
gun sales have skyrocketed. Gun crime has fallen sharply.
Any claim to the contrary is using fuzzy math."
1,@ChrisTrondsen @IM5band #askim5 would you rather drink squirrel pee or Johnny Depp's wig in Charlie and the Chocolate Factory?
0,@ChristyMack fugly bitch john will dump ur ratchet ass
0,@ChristyMack ugly flat chested prude ass white bitch
0,"@Chrisworldpeace So I guess that makes us blacks double niggers, huh?"
0,@Chykalet naw u just retarded kinfolk lol
0,@CinWicked Did you just call My Sweet Baboo a ho?!?!
0,@CiscoAllDay and btw don't ever bring up past hoes wit yo ol lady I took that L in HS tryna be semi honest smh
0,"@CiscoAllDay why she a hoe we know about 5 dudes that hit Kim, 5 these hoes out here doing that in a week"
0,"@Citygirl_moe - remember when we played plaquemine &amp; they kept calling our whole team gay &amp; Lydia said ""I'll turn all you hoes out, fwm!"" &#128553;&#128557;"
1,"@Claudialena8 she wasn't saying she did, but yes me and Kannon have both been in the ghetto and know what it's like so u look dumb."
0,@ClicquotSuave I would dead upper cut that bitch
0,@ClicquotSuave maas mermaid and sharkette pussy
0,@ClicquotSuave my nigga what her pussy smell like?
1,@ClicquotSuave the new nip dropped today rii?
0,@ClutchAction c'mon pussy
1,@CogitoErgoBibo Penske runs the 22 in NASCAR. It's yellow. There's a sponsor already there. #WouldMakeALottaSense
1,"@CokaMoschiach_ his defense is trash, and he's been rocked by Jesus Soto Karass, and Diego Chaves."
0,@CokeFuckedYou I'm in this bitch on some insomnia shit. Been in bed since midnight.
1,@ColeMcDowell2 Waco is ghetto hahaha. Wait til we go pick up nat in Austin tomorrow
0,@ColeMcDowell2 someone sent this to me months ago bitch
0,@Coley_Cee @Campaign_Papi @They_CallMeShay lmaooo coley just whammmmed him add this to it swervee bitch
0,@Coley_Cee @_xpriceless_lmaoo bitch dat was a low blow
0,@Coley_Cee bitch dats yo sahara desert ass
0,@Coley_Cee bitch do I look white to u
0,@Coley_Cee bitch kill yo self
0,@Coley_Cee bitch stop takin my shit ooo I hate u u dumb bitch
0,@Coley_Cee bitch watch tf out u on moose meat now
0,@Coley_Cee didn't I just say I thought u told me to delete them so I deleted them bitch
0,@Coley_Cee fuck u u dumb ass bitch hoe
0,@Coley_Cee lol bitch u forcin it have a glass of water bitch u a lil thirsty for the puss thang
0,@Coley_Cee my bad bitch ayeee http://t.co/GrHTDie9dz
0,@Coley_Cee yes bitch I do realize dat
0,@CollinBrennan damn son maybe he didn't know it was ya piece.. He was just Tryna get some pussy breh
0,@CommonGayTweets nigga byeeeee lmfao I'll be dammed if a fag stole my girl
1,@ComplexMag I didn't know #whitetears were blue and yellow! #lessonoftheday
0,"@ConManBO @LastGreatStand

And a major league bitch too!"
1,@ConanOBrien dat is one ugly animal but da monkey is adorable.
0,@Conrad_MLG im goin now so be expecting to get slept faggot
0,@CoolStoryIsaac hahaha thanks bitch!! &#128514;
0,@CoolStoryIsaac thisty hoe
0,@Coosie11 bitch my phones gonna die in serious I got hot pockets
0,@CoreyRoyalty_ *hoes
0,@Corey_D_23 damn bro.. ps4 trash lol
0,@CoronaDior just found u and fuck is my cock hard! Love your dripping pussy
0,@Cotton_Candy9 god wrote em now think again coon
0,@Cotton_Candy9 hell Idk who did but that pussy better be golden
0,@Cotton_Candy9 lmaoooo aye people person so you know lil Rico got hoes hahaha
0,@CountryRedBelle I thought you'd get the hint that we know you're a fake cunt and delete your fake account.
0,@Crackerboyy these hoes really out here
0,"@CreoleBabyBritt @blurbette @thepbg The same guy who thinks he can slang around ""bitch"" without it being offensive, apparently."
0,"@CreoleBabyBritt Don't make me draw you like one of my Franch bitches, heffa."
1,@Crewz76 I miss Tupac rap offs hillbilly
0,@Crowe_FaShow cause of the loads of pussy you get right
1,@CruzanChoklate look at you with yellow fever.
0,@Cryystalina cuz people at work are bitches they shit talkers and yeah dude I need a girls night out -___-
0,@Cryystalina haha yes niggah but yesterday night Idk man it hit me at night like around 2 in the morning didn't go to sleep till like 4..
0,@CsSalazar15 see bro pussy changes you &#128514;&#128514;&#128557;&#128527;&#128527;
0,@CsSalazar15 yeah bitch hit me up when you get friend zoned Brody &#128076;&#128175;&#128175;
0,@CsSalazar15 yeah right pussy !
0,@Cuauhtli02 @elchavaloko @cafebabybull he's a cheating wetback
0,@Cuauhtli02 @saucygyro @CoffeeManElliot he called the Kidd a pussy or something
0,@Cuauhtli02 I couldn't find the regular one faggot
0,"@CuckoldCock @molotovhowdy 
I likes yo page. I wants to make da lovin to a white girl wit a colored man watchin and pullin his weenis"
0,@Cuff_no_Slut cdfu bitch you fried
0,"@Cuner Makes you a pussy. Making stupid internet threats. You're a child and if it is about you which idk if it is, it's probably deserved."
0,@CuteCIothes @xo_shelbie go buy them bitches
0,@CuteEmergency shown* a tiny kitten you dumb fucking cunt
0,"@Cyberobama @eReIevant 
plot twist he is a faggot"
0,@D1SinceDay1 my brother. Where tf you been at negro
0,@DEVIN__the_DUDE You ready to make this stats test our bitch?!
1,@DHSJournal I run CP in our community. Local cops treat ppl like trash for that. I hate it. Makes ppl think its a waste
1,@DIRECTV why are you showing Yankees game in arizona when you promo Washington huskies game? I bet @dish would want my business
0,"@DJSuggablack some people do shit to get shot at and then be like ""people hate me, I dodge bullets"". Karma is bitch."
0,@DJ_Workmann @BigMoneyNiquee mane y'all niccas crazy af wiz old shit got niccas bitin his style n errthan
0,@DON_Le3GGG @TripleCz_3G Chatt niccas love doin dat brah
0,@DON_Le3GGG lol hell ya dey think a nicca down der #roadrunnin
0,@DP4_6 bitch yu not safe! http://t.co/hInvxbUp31
0,"@DRSlaten I view hackers on the same level as shoplifters - bitch slapped into the lake and held until drowning. Harsh, but yeah. Hate."
0,@DS_Arrogance @HG_Shit I bet I can pull at lease 3 bitches with them &#128514;&#128514;
0,@DSwaggin6_ @_JustDavilaa @xaviee_21 @Quise4144 look at ur avi u fag
0,@D_41395 @Inwardforfun you a bitch Dennis
0,@D_41395 bitch don't b a hypocrite
0,@D_41395 cuz I was gunna smoke u out today. U a bitch tho
0,@D_MrHoopa23 see thats all gill and green bitch ass they didn't help me get my schools either. Y'all still in the tournament
0,@D_Palomino52 @TheOneMiss_Luu you my niggah though Daniel! Lol
0,@D_Palomino52 you a poop. :( see I'm going all ghetto talk. Wtf!
0,@DaDamnBone &#128514;&#128514; I'm Finna DM you the pic Bruh these hoes funny
0,@DaJetlyfe my nicca
0,@DaJetlyfe y'all niccas spark up
1,@DaRealAlexInLA @Buckm00se he wasn't training gook boy doe
0,@Daa_Boy_Rell @sluttyboy_kush @keem_Escobar you. A bitch too
0,@DallyJackson I'm here now hoe
0,@Dalton_ryann @parkatie @blakeanderson21 I guess that dumb bitch but we all need to drink some time my place an fuck someone up haha
0,@Dalton_ryann laying in bed bout to pass out 630 is gonna be a bitch
0,@DamianHuffaker haha just kiddin but ya we should and get that fag @taylerhatesyou to come and well go fishin or some shit
1,@DamianHuffaker you're from a trash can
0,"@DamierGenesis pulled up in that bulbasuar, you know I'm bout to make yo girl pussy sore"
0,@DamoneTheDon bitch I got some bloods dat hang in la
0,"@DamontDa @NateMurdoch @jackdatow2335 @MKpest002 @OandAPests fuck off lil bitch, prolly gotta lil dick"
0,@DanLukas12 gotta keep your bitch in check
1,@DanWolken It's idiotic opinions like this that make polls less than trash. Polls weren't a problem when people with integrity were voting.
0,@DaniCim choke on bread bitch
0,@DanielDavidLee @xoxoShima ya girl is a slimy ass hoe. get her under control and tell her to stop spraying bullshit out her mouth all day
0,@DanielM023 Hell na !! Hes a honky brah
0,@DanielSizelove pussy
0,@DaniellaParella no I wuz just making a general statement. I've never called u a bitch
1,@DannyMndz93 @Titan21Mtzzz he's still a pogue though
1,"@Danny_Cavanagh....available online soon? I didn't have enough to get it after my Anathema merch. It's a cracker, I need it. Can u....."
0,@DareTnzR I know these hoes ain't right
0,@Darienbaby_xoxo ya but you can't because its a real account dumb bitch I go to wams fucking bitch
0,@DarkLiquaNigga_ nigga grow some balls and concentrate pussy!!
1,@Darknight420 It's showing Fairy blocked me @hajihuntingpat @PaulSmitheringa @JoeDouglas1 @JewJitsuGrl @blackorchidm16 @taxman206
1,"@DarthMaverick7 @Xcntrik @religulous @chrispyosh Rather than believe that there was a man who was the very definition of good, u mock it."
0,@Darth_Maxwell dude I was pissed but then looking at it I fucking died at least I'm the most yoked ape&#128517;&#128514;
0,"@Darth_Snuff I'd sell anything if people are willing to buy it, how highly do prostitutes think of their pussy to sell that"
0,@DatBoyRayT bitch ass nigga Rico &#128530;
0,@DaveSwerve awe boy your shirt tight than a bitch in that avi polo man turnt into a wrestler fat ass lil boy
0,@DaveSwerve boy look like a Slave on that hoe
0,@DaveSwerve lmaoooo middle school knocking down all the pussy with the earrings on my shirt and no French toast
